Chain Name,Article ID,Chain & Article Combination,Article DESC,FG,MRP,VLCC Category,VLCC Sub Category,
26,1311013306,Airplaza1311013306,Vlcc-Fc_Ws-Liquorice-100Ml-72Pk,,,Others,Others,
26,1311013307,Airplaza1311013307,Nourishing & Silky Shine Shampoo 350Ml (B1G1),F0321-002,295,Hair Care,Shampoo,
26,1311013308,Airplaza1311013308,Vlcc Almond Body Lotion 200 Ml,,,Skin Care,Lotion,
26,1311013310,Airplaza1311013310,Papaya Fruit Single Facial Kit,F0096-014,250,Facial Kits,Single Kit,
26,1311013311,Airplaza1311013311,Party Glow Single Facial Kit,F0098-014,250,Facial Kits,Single Kit,
26,1311013312,Airplaza1311013312,Instaglow Facial Kit,F0089-006,499,Facial Kits,Regular kit,
26,1311013313,Airplaza1311013313,Snigdha Skin Whitening Fc/Wash,F0167-001,165,Skin Care,Snighda,
26,1311013314,Airplaza1311013314,Rose Water Toner 100Ml,F0212-001,170,Skin Care,Toner,
26,1311013315,Airplaza1311013315,Vlcc-Scrub-Acne Cntrl-50G-36Pk,,,Skin Care,Scrub,
26,1311013316,Airplaza1311013316,Clear Tan Fruits Face Pack New,F0244-006,235,SunCare,SunCare,
26,1311013317,Airplaza1311013317,Gold Radiance Peel-Off Mask 80,,,Skin Care,Mask,
26,1311013318,Airplaza1311013318,Vlcc-Fc_Ws-Acne Care-50G-36Pk,,,Others,Others,
26,1311013319,Airplaza1311013319,Lavang Moisturiser 100Ml,F0196-001,170,Skin Care,Moisturiser,
26,1311013320,Airplaza1311013320,Insta Glow Herbal Bleach 27Gm,F0032-001,55,Bleach,Bleach,
26,1311013321,Airplaza1311013321,Insta Glow Diamond Bleach-30 Gm,F0033-001,75,Bleach,Bleach,
26,1311013322,Airplaza1311013322,Honey Moisturiser  100Ml,F0193-005,260,Skin Care,Moisturiser,
26,1311013323,Airplaza1311013323,Diamond Polishing Face Scrub 80G,,,Skin Care,Scrub,
26,1311013324,Airplaza1311013324,Insta Glow Gold Bleach 30 Gm,F0034-001,65,Bleach,Bleach,
26,1311013326,Airplaza1311013326,Melia Face Wash 80Ml,F0199-001,140,Skin Care,Face Wash,
26,1311013327,Airplaza1311013327,Vlcc Henna Set Of 2 – 240G,T0291-001,99,Hair Care,Hair Color,
26,1311013328,Airplaza1311013328,Walnut Scrub 80G,F0232-001,180,Skin Care,Scrub,
26,1311013330,Airplaza1311013330,Rose Face Scrub 80G,F0210-001,180,Skin Care,Scrub,
26,1311013331,Airplaza1311013331,Mud  Face  Pack,F0201-001,270,Skin Care,Pack,
26,1311018943,Airplaza1311018943,Almond Nourishing Body Lotion 350 Ml,F0162-005,275,Skin Care,Almond Lotion,
26,1311018944,Airplaza1311018944,Insta Glow Gold Bleach 60 Gm,F0038-001,115,Bleach,Bleach,
26,1311018945,Airplaza1311018945,Vlcc Insta Glow Qxygen 51.4 Gm,F0035-001,95,Bleach,Bleach,
26,1311018946,Airplaza1311018946,Neem Facewash 150Ml B1G1-C&C,F0306-004,190,Skin Care,B1G1 FWs,
26,1311018947,Airplaza1311018947,Mulberry & Rose Facewash 150Ml B1G1-Mt,F0311-003,190,Skin Care,B1G1 FWs,
26,1311018948,Airplaza1311018948,Antitan Body Lotion Spf 25 150Ml B1G1-Mt,F0313-003,295,SunCare,Anti Tan Lotion,
26,1311018949,Airplaza1311018949,Tulsi Acne Clear Face Wash 150 Ml,F0328-003,235,Skin Care,B1G1 FWs,
26,1311018950,Airplaza1311018950,Anti Tan Skin Lightening Face Wash,,,SunCare,SunCare,
26,1311019092,Airplaza1311019092,Skin Brightening Haldi & Chandan Face Wash,F0367-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
26,1311019093,Airplaza1311019093,Natural Fairness Kesar Chandan Face Wash,F0371-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
26,1311019094,Airplaza1311019094,Deep Pore Cleansing & Brightening Haldi & Tulsi Face Wash,F0365-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
26,1311019095,Airplaza1311019095,Double Power Double Neem Skin Purifying Face Wash,F0369-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
26,1311019286,Airplaza1311019286,Fair+Glow Sun Screen Lotion Spf20 50 Ml,F0429-001,150,SunCare,SunCare,
26,1311019287,Airplaza1311019287,Matte Look Spf 30 Sun Screen Gel Crème (Tinted) 100 Gm,F0431-001,310,SunCare,SunCare,
26,1311019288,Airplaza1311019288,Radiance Pro Spf 30 Sun Screen Gel 50 Gm,F0437-001,265,SunCare,SunCare,
26,1311019289,Airplaza1311019289,3D Youth Boost Spf40 Sunscreen Gel Crème 50 Gm,F0439-001,275,SunCare,SunCare,
26,1311019290,Airplaza1311019290,Insta Glow Herbal Bleach 54 Gm,F0036-001,95,Bleach,Bleach,
26,1311019291,Airplaza1311019291,Vlcc Insta Glow Diamond 60Gm,F0037-001,125,Bleach,Bleach,
26,1311019292,Airplaza1311019292,Turmeric & Berberris Facewash 150Ml B1G1-Mt,F0307-004,190,Skin Care,B1G1 FWs,
26,1311019293,Airplaza1311019293,Vlcc Ayush Men Face Wash 100 Gm,F0404-001,140,Mens Range,Mens Range,
26,1311019294,Airplaza1311019294,Vlcc Ayush Men Scrub 50 Gm,F0405-001,80,Mens Range,Mens Range,
26,1311019295,Airplaza1311019295,Vlcc Ayush Men Moisturiser 100 Gm,F0407-001,275,Mens Range,Mens Range,
26,1311019296,Airplaza1311019296,Vlcc Ayush Men Shaving Gel 60Gm,F0408-001,65,Mens Range,Mens Range,
26,1311019575,Airplaza1311019575,Vlcc Ayurveda Kesh Ayur Shakti Hair Oil 100Ml (+20Ml Free),,,Hair Care,Ayurveda Hair Care,
26,1311019576,Airplaza1311019576,Vlcc Ayurveda Depigmentation  Cream,F0425-001,210,Ayurveda Skincare,Ayurveda Skincare,
26,1311019577,Airplaza1311019577,Vlcc Ayurveda Multani Mitti Face Pack,F0409-001,120,Ayurveda Skincare,Ayurveda Skincare,
26,1311019578,Airplaza1311019578,Vlcc Ayurveda Anti Ageing Cream,F0424-001,240,Ayurveda Skincare,Ayurveda Skincare,
26,1311019579,Airplaza1311019579,Vlcc Ayurveda White & Bright Glow Gel Crème,F0410-003,79,Ayurveda Skincare,Ayurveda Skincare,
26,1311019580,Airplaza1311019580,Detan + Whiteglo Moisturising Body Lotion Spf 30 Pa+++,F0534-001,299,SunCare,SunCare,
26,1311019625,Airplaza1311019625,Vlcc Skin Glow Mini Facial Kit,F0310-001,99,Facial Kits,Mini Facial Kit,
26,1311019626,Airplaza1311019626,Vlcc Skin Whtning Mini Facial,F0309-001,99,Facial Kits,Mini Facial Kit,
26,1311019768,Airplaza1311019768,Vlcc Ayurveda Soothing Aleo Vera Gel,F0627-001,85,Ayurveda Skincare,Ayurveda Skincare,
26,1311019769,Airplaza1311019769,Vlcc Ayush Men Shaving Cream 70 Gm,F0466-001,30,Mens Range,Mens Range,
26,1311019770,Airplaza1311019770,Vlcc White & Bright Glow Hand & Body Lotion – 100Ml,,,Skin Care,Lotion,
26,1311019771,Airplaza1311019771,Youth Boost Body Lotion (B1G1) 400Ml,F0547-002,399,Skin Care,Lotion,
26,1311019772,Airplaza1311019772,Youth Boost Body Lotion (B1G1) 100Ml,,,Skin Care,Lotion,
26,1311019773,Airplaza1311019773,Active Fruits Body Lotion (B1G1) 400Ml,F0550-002,399,Skin Care,Lotion,
26,1311019774,Airplaza1311019774,Active Fruits Body Lotion (B1G1) 100Ml,,,Skin Care,Lotion,
26,1311019775,Airplaza1311019775,Detan Glow Body Lotion (B1G1) 400Ml,F0553-002,399,Skin Care,Lotion,
26,1311019776,Airplaza1311019776,Detan Glow Body Lotion (B1G1) 100Ml,,,Skin Care,Lotion,
26,1311019777,Airplaza1311019777,Vlcc 3 In 1 Intensive Care Cold Cream Spf 20|Pa+++ 75Gm,F0557-001,65,Skin Care,Creams,
26,1311019778,Airplaza1311019778,Vlcc Oil Infused Total Nourishment Fruit Cream 200Gm,F0559-001,140,Skin Care,Creams,
26,1311019780,Airplaza1311019780,Hydrating Lip Balm Strip Of 6,,,Lip Care,Lip Care,
26,1311019779,Airplaza1311019779,Vlcc Vasoplus Petroleum Jelly 42Gm,T0330-001,50,Skin Care,Vasoplus,
26,1311013298,Airplaza1311013298,Mulberry Lightening  Body Lotion 200 Ml,,,Skin Care,Lotion,
26,1311021145,Airplaza1311021145,Vlcc Ultimo Blends Charcl Face Wash 100Gm,F0607-001,225,Skin Care,Charcoal FW,
26,1311021146,Airplaza1311021146,Activated Bamboo Charcoal Facial Kit,F0609-001,300,Facial Kits,Charcoal Kit,
26,1311021147,Airplaza1311021147,Vlcc Ultimo Blends Whitening & Detixifying Face Pack,F0465-001,350,Skin Care,Charcoal,
26,1311021148,Airplaza1311021148,Vlcc 7X Ultra Whitening & Brightening Charcoal Peel Off Mask,F0525-001,348,Skin Care,Charcoal,
26,1311021165,Airplaza1311021165,Vlcc-Ayurveda Essentials Combo Pack-300 Ml,F0626-001,199,Skin Care,Combo,
49,49508,V-Mart49508,Active Fruits Body Lotion (B1G1) 100Ml,,,Skin Care,Lotion,
49,49509,V-Mart49509,Active Fruits Body Lotion (B1G1) 400Ml,F0550-002,399,Skin Care,Lotion,
49,49510,V-Mart49510,Youth Boost Body Lotion (B1G1) 400Ml,F0547-002,399,Skin Care,Lotion,
49,49511,V-Mart49511,Almond Nourishing Body Lotion 350 Ml,F0162-005,275,Skin Care,Almond Lotion,
49,49512,V-Mart49512,Detan + Whiteglo Moisturising Body Lotion Spf 30 Pa+++,F0534-001,299,SunCare,SunCare,
49,49513,V-Mart49513,Neem Facewash 150Ml B1G1-C&C,F0306-004,190,Skin Care,B1G1 FWs,
49,49514,V-Mart49514,Hair Fall Control Shampoo 350Ml (B1G1),F0319-002,295,Hair Care,Shampoo,
49,49515,V-Mart49515,Nourishing & Silky Shine Shampoo 350Ml (B1G1),F0321-002,295,Hair Care,Shampoo,
49,49516,V-Mart49516,Double Power Double Neem Skin Purifying Face Wash,F0369-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
49,49517,V-Mart49517,Natural Fairness Kesar Chandan Face Wash,F0371-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
49,49518,V-Mart49518,Skin Brightening Haldi & Chandan Face Wash,F0367-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
49,49988,V-Mart49988,Gold Single Facial Kit,F0097-018,250,Facial Kits,Single Kit,
49,49989,V-Mart49989,Vlcc Ayurveda Multani Mitti Face Pack,F0409-001,120,Ayurveda SkinCare,Ayurveda SkinCare,
49,49990,V-Mart49990,Fair+Glow Sun Screen Lotion Spf20 50 Ml,F0429-001,150,SunCare,SunCare,
49,49991,V-Mart49991,Antitan Body Lotion Spf 25 150Ml B1G1-Mt,F0313-003,295,SunCare,Anti Tan Lotion,
49,49992,V-Mart49992,Vlcc Henna Set Of 2 – 240G,T0291-001,99,Hair Care,Hair Color,
49,,,Vlcc-Ayurveda Essentials Combo Pack-300 Ml,F0626-001,199,Skin Care,Combo,
3,100155977,More Retail Limited100155977,Fair+Glow Sun Screen Lotion Spf20 100 Ml,F0428-001,250,SunCare,SunCare,
3,100083603,More Retail Limited100083603,Matte Look Spf 30 Sun Screen Gel Crème (Tinted) 100 Gm,F0431-001,310,SunCare,SunCare,
3,100107909,More Retail Limited100107909,3D Youth Boost Spf40 Sunscreen Gel Crème 100 Gm,F0438-001,395,SunCare,SunCare,
3,100083198,More Retail Limited100083198,De Tan Spf 50 Sunscreen Gel Crème,F0440-001,415,SunCare,SunCare,
3,100523894,More Retail Limited100523894,Antitan Body Lotion Spf 25 150Ml B1G1-Mt,F0313-003,295,SunCare,Anti Tan Lotion,
3,100196368,More Retail Limited100196368,Sandal Cleansing Milk 100Ml,F0214-001,170,Skin Care,Cleanser,
3,100107693,More Retail Limited100107693,Honey Moisturiser  100Ml,F0193-005,260,Skin Care,Moisturiser,
3,100083171,More Retail Limited100083171,Indian Berberry Face Scrub,F0194-001,250,Skin Care,Scrub,
3,100107932,More Retail Limited100107932,Rose Water Toner 100Ml,F0212-001,170,Skin Care,Toner,
3,100196360,More Retail Limited100196360,Almond Nourishing Body Lotion 350 Ml,F0162-005,275,Skin Care,Almond Lotion,
3,100196276,More Retail Limited100196276,Anti Aging Day Creamspf 25 -50 Gm,F0217-001,450,Skin Care,Anti Aging,
3,100196282,More Retail Limited100196282,Anti Aging Night Cream- 50 Gm,F0218-001,450,Skin Care,Anti Aging,
3,100107697,More Retail Limited100107697,Snigdha Skin Whitening Day Crm,F0215-001,275,Skin Care,Snighda,
3,100107907,More Retail Limited100107907,Gold Single Facial Kit,F0097-018,250,Facial Kits,Single Kit,
3,100196376,More Retail Limited100196376,Pearl Single Facial Kit,F0099-016,250,Facial Kits,Single Kit,
3,100196374,More Retail Limited100196374,Anti Tan Single Facial Kit,F0094-016,250,Facial Kits,Single Kit,
3,100196296,More Retail Limited100196296,Papaya Fruit Single Facial Kit,F0096-014,250,Facial Kits,Single Kit,
3,100107695,More Retail Limited100107695,Diamond Single Facial Kit,F0095-020,350,Facial Kits,Single Kit,
3,100905367,More Retail Limited100905367,Papaya Fruit Facial Kit 5 Session,F0356-001,600,Facial Kits,Regular kit,
3,100196388,More Retail Limited100196388,Party Glow Facial Kit 5 Session,F0357-001,600,Facial Kits,Regular kit,
3,100905369,More Retail Limited100905369,Anti Tan Facial Kit 5 Session,F0355-001,600,Facial Kits,Regular kit,
3,100196422,More Retail Limited100196422,Hair Fall Control Shampoo 350Ml (B1G1),F0319-002,295,Hair Care,Shampoo,
3,100196420,More Retail Limited100196420,Dandruff Care & Control Shampoo 350Ml (B1G1),F0320-002,295,Hair Care,Shampoo,
3,100196382,More Retail Limited100196382,Vlcc Henna Set Of 2 – 240G,T0291-001,99,Hair Care,Hair Color,
3,100196268,More Retail Limited100196268,Vlcc Kajal 2.5 Gm,T0001-003,155,EyeCare,EyeCare,
3,100196386,More Retail Limited100196386,Insta Glow Gold Bleach 60 Gm,F0038-001,115,Bleach,Bleach,
3,100196410,More Retail Limited100196410,Insta Glow Herbal Bleach 54 Gm,F0036-001,95,Bleach,Bleach,
3,100196412,More Retail Limited100196412,Vlcc Insta Glow Qxygen 51.4 Gm,F0035-001,95,Bleach,Bleach,
3,100196392,More Retail Limited100196392,Vlcc Insta Glow Diamond 60Gm,F0037-001,125,Bleach,Bleach,
3,100523896,More Retail Limited100523896,Neem Facewash 150Ml B1G1-C&C,F0306-004,190,Skin Care,B1G1 FWs,
3,100630963,More Retail Limited100630963,Mulberry & Rose Facewash 150Ml B1G1-Mt,F0311-003,190,Skin Care,B1G1 FWs,
3,100523898,More Retail Limited100523898,Turmeric & Berberris Facewash 150Ml B1G1-Mt,F0307-004,190,Skin Care,B1G1 FWs,
3,100905379,More Retail Limited100905379,Skin Brightening Haldi & Chandan Face Wash,F0367-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
3,100905377,More Retail Limited100905377,Natural Fairness Kesar Chandan Face Wash,F0371-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
3,100905375,More Retail Limited100905375,Deep Pore Cleansing & Brightening Haldi & Tulsi Face Wash,F0365-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
3,100905373,More Retail Limited100905373,Double Power Double Neem Skin Purifying Face Wash,F0369-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
3,100928914,More Retail Limited100928914,Deep Pore Cleansing & Brightening Haldi Tulsi Facial Kit,F0383-001,200,Facial Kits,Ayurveda Single Kit,
3,100928910,More Retail Limited100928910,Skin Purifying Double Power Double Neem Facial Kit,F0384-001,200,Facial Kits,Ayurveda Single Kit,
3,100928912,More Retail Limited100928912,Skin Brightening Haldi & Chandan Facial Kit,F0385-001,200,Facial Kits,Ayurveda Single Kit,
3,100928916,More Retail Limited100928916,Natural Fairness Chandan & Kesar Facial Kit,F0386-001,200,Facial Kits,Ayurveda Single Kit,
3,101194559,More Retail Limited101194559,Vlcc Ayush Men Face Wash 100 Gm,F0404-001,140,Mens Range,Mens Range,
3,101194557,More Retail Limited101194557,Vlcc Ayush Men Moisturiser 50 Gm,F0406-001,150,Mens Range,Mens Range,
3,101194555,More Retail Limited101194555,Detan + Whiteglo Moisturising Body Lotion Spf 30 Pa+++,F0534-001,299,SunCare,SunCare,
3,101331855,More Retail Limited101331855,Youth Boost Body Lotion (B1G1) 400Ml,F0547-002,399,Skin Care,Lotion,
3,101331853,More Retail Limited101331853,Active Fruits Body Lotion (B1G1) 400Ml,F0550-002,399,Skin Care,Lotion,
3,101331851,More Retail Limited101331851,Detan Glow Body Lotion (B1G1) 400Ml,F0553-002,399,Skin Care,Lotion,
3,101331849,More Retail Limited101331849,Vlcc 3 In 1 Intensive Care Cold Cream Spf 20|Pa+++ 75Gm,F0557-001,65,Skin Care,Creams,
3,101331847,More Retail Limited101331847,Vlcc Oil Infused Total Nourishment Fruit Cream 200Gm,F0559-001,140,Skin Care,Creams,
3,101331841,More Retail Limited101331841,Vlcc Ultimo Blends Whitening & Detixifying Face Pack,F0465-001,350,Skin Care,Charcoal,
3,101331845,More Retail Limited101331845,Vlcc Ayurveda Soothing Aleo Vera Gel,F0627-001,85,Ayurveda SkinCare,Ayurveda SkinCare,
3,101331843,More Retail Limited101331843,Vlcc 7X Ultra Whitening & Brightening Charcoal Peel Off Mask,F0525-001,348,Skin Care,Charcoal,
3,101331839,More Retail Limited101331839,Vlcc Vasoplus Petroleum Jelly 42Gm,T0330-001,50,Skin Care,Vasoplus,
3,101331837,More Retail Limited101331837,Chocolate Lip Balm 4.5 Gm,,,Lip Care,Lip Care,
3,101403295,More Retail Limited101403295,Vlcc Glam & Glo 10 In 1  Skin Perfector (Light To Fair) 30Ml,F0568-001,150,Skin Care,Glam Glow,
3,101403293,More Retail Limited101403293,Vlcc Glam & Glo 10 In 1  Skin Perfector (Medium Skin Tone) 3,F0569-001,150,Skin Care,Glam Glow,
3,101487472,More Retail Limited101487472,Activated Bamboo Charcoal Facial Kit,F0609-001,300,Facial Kits,Charcoal Kit,
3,101544975,More Retail Limited101544975,I Kohl - Black,T0303-001,160,EyeCare,EyeCare,
3,101544973,More Retail Limited101544973,I Kohl - Blue,T0304-001,199,EyeCare,EyeCare,
3,101544971,More Retail Limited101544971,I Kohl - Green,T0305-001,199,EyeCare,EyeCare,
50,122011,Marche Retail Pvt Ltd122011,Activated Bamboo Charcoal Facial Kit,F0609-001,300,Facial Kits,Charcoal Kit,
50,122014,Marche Retail Pvt Ltd122014,Detan + Whiteglo Moisturising Body Lotion Spf 30 Pa+++,F0534-001,299,SunCare,SunCare,
50,122018,Marche Retail Pvt Ltd122018,Insta Glow Gold Bleach 60 Gm,F0038-001,115,Bleach,Bleach,
50,122020,Marche Retail Pvt Ltd122020,Natural Fairness Kesar Chandan Face Wash,F0371-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
50,122022,Marche Retail Pvt Ltd122022,Skin Brightening Haldi & Chandan Face Wash,F0367-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
50,122017,Marche Retail Pvt Ltd122017,Indian Berberry Face Scrub,F0194-001,250,Skin Care,Scrub,
50,122015,Marche Retail Pvt Ltd122015,Diamond Single Facial Kit,F0095-020,350,Facial Kits,Single Kit,
50,122016,Marche Retail Pvt Ltd122016,Gold Single Facial Kit,F0097-018,250,Facial Kits,Single Kit,
50,122021,Marche Retail Pvt Ltd122021,Radiance Pro Spf 30 Sun Screen Gel 100 Gm,F0436-001,375,SunCare,SunCare,
50,122023,Marche Retail Pvt Ltd122023,Vlcc Ultimo Blends Whitening & Detixifying Face Pack,F0465-001,350,Skin Care,Charcoal,
50,53150,Marche Retail Pvt Ltd53150,Vlcc 7X Ultra Whitening & Brightening Charcoal Peel Off Mask,F0525-001,348,Skin Care,Charcoal,
50,53158,Marche Retail Pvt Ltd53158,Insta Glow Gold Bleach 60 Gm,F0038-001,115,Bleach,Bleach,
50,53156,Marche Retail Pvt Ltd53156,Skin Brightening Haldi & Chandan Face Wash,F0367-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
50,53152,Marche Retail Pvt Ltd53152,3D Youth Boost Spf40 Sunscreen Gel Crème 100 Gm,F0438-001,395,SunCare,SunCare,
50,53161,Marche Retail Pvt Ltd53161,Vlcc Ayurveda Soothing Aleo Vera Gel,F0627-001,85,Ayurveda SkinCare,Ayurveda SkinCare,
50,53159,Marche Retail Pvt Ltd53159,Activated Bamboo Charcoal Facial Kit,F0609-001,300,Facial Kits,Charcoal Kit,
50,53163,Marche Retail Pvt Ltd53163,Almond Nourishing Body Lotion 350 Ml,F0162-005,275,Skin Care,Almond Lotion,
50,53153,Marche Retail Pvt Ltd53153,De Tan Spf 50 Sunscreen Gel Crème,F0440-001,415,SunCare,SunCare,
50,53162,Marche Retail Pvt Ltd53162,Detan + Whiteglo Moisturising Body Lotion Spf 30 Pa+++,F0534-001,299,SunCare,SunCare,
50,53147,Marche Retail Pvt Ltd53147,Diamond Single Facial Kit,F0095-020,350,Facial Kits,Single Kit,
50,53148,Marche Retail Pvt Ltd53148,Gold Single Facial Kit,F0097-018,250,Facial Kits,Single Kit,
50,53149,Marche Retail Pvt Ltd53149,Indian Berberry Face Scrub,F0194-001,250,Skin Care,Scrub,
50,53151,Marche Retail Pvt Ltd53151,Matte Look Spf 30 Sun Screen Gel Crème (Tinted) 100 Gm,F0431-001,310,SunCare,SunCare,
50,53157,Marche Retail Pvt Ltd53157,Natural Fairness Kesar Chandan Face Wash,F0371-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
50,53154,Marche Retail Pvt Ltd53154,Radiance Pro Spf 30 Sun Screen Gel 100 Gm,F0436-001,375,SunCare,SunCare,
50,53160,Marche Retail Pvt Ltd53160,Vlcc Ultimo Blends Whitening & Detixifying Face Pack,F0465-001,350,Skin Care,Charcoal,
50,53155,Marche Retail Pvt Ltd53155,Water Resistant Spf60 Sunscreen Gel Crème,F0441-001,525,SunCare,SunCare,
50,122008,Marche Retail Pvt Ltd122008,3D Youth Boost Spf40 Sunscreen Gel Crème 100 Gm,F0438-001,395,SunCare,SunCare,
50,122013,Marche Retail Pvt Ltd122013,De Tan Spf 50 Sunscreen Gel Crème,F0440-001,415,SunCare,SunCare,
50,122019,Marche Retail Pvt Ltd122019,Matte Look Spf 30 Sun Screen Gel Crème (Tinted) 100 Gm,F0431-001,310,SunCare,SunCare,
50,122024,Marche Retail Pvt Ltd122024,Water Resistant Spf60 Sunscreen Gel Crème,F0441-001,525,SunCare,SunCare,
50,122009,Marche Retail Pvt Ltd122009,Vlcc 7X Ultra Whitening & Brightening Charcoal Peel Off Mask,F0525-001,348,Skin Care,Charcoal,
41,NR104758,NysaaNR104758,Skin Brightening Haldi & Chandan Face Wash,F0367-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
41,NR104759,NysaaNR104759,Deep Pore Cleansing & Brightening Haldi & Tulsi Face Wash,F0365-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
41,NR104760,NysaaNR104760,Double Power Double Neem Skin Purifying Face Wash,F0369-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
41,NR104761,NysaaNR104761,Turmeric & Berberris Facewash 150Ml B1G1-Mt,F0307-004,190,Skin Care,B1G1 FWs,
41,NR104762,NysaaNR104762,Tulsi Acne Clear Face Wash 150 Ml,F0328-003,235,Skin Care,B1G1 FWs,
41,NR104763,NysaaNR104763,Gold Single Facial Kit,F0097-018,250,Facial Kits,Single Kit,
41,NR104764,NysaaNR104764,Party Glow Single Facial Kit,F0098-014,250,Facial Kits,Single Kit,
41,NR104765,NysaaNR104765,Papaya Fruit Single Facial Kit,F0096-014,250,Facial Kits,Single Kit,
41,NR104766,NysaaNR104766,,,,,,
41,NR104767,NysaaNR104767,Mulberry & Rose Facewash 150Ml B1G1-Mt,F0311-003,190,Skin Care,B1G1 FWs,
41,NR104768,NysaaNR104768,Neem Facewash 150Ml B1G1-C&C,F0306-004,190,Skin Care,B1G1 FWs,
41,NR104770,NysaaNR104770,Vlcc Cocoa Butter Body Lotion 200 Ml,F0158-004,155,Skin Care,Lotion,
41,NR104772,NysaaNR104772,Pearl Single Facial Kit,F0099-016,250,Facial Kits,Single Kit,
41,NR104773,NysaaNR104773,Anti Tan Single Facial Kit,F0094-016,250,Facial Kits,Single Kit,
41,NR104774,NysaaNR104774,Honey Moisturiser  100Ml,F0193-005,260,Skin Care,Moisturiser,
41,NR104775,NysaaNR104775,Almond Nourishing Body Lotion 350 Ml,F0162-005,275,Skin Care,Almond Lotion,
41,NR104777,NysaaNR104777,Antitan Body Lotion Spf 25 150Ml B1G1-Mt,F0313-003,295,SunCare,Anti Tan Lotion,
41,NR104778,NysaaNR104778,Hair Fall Control Shampoo 350Ml (B1G1),F0319-002,295,Hair Care,Shampoo,
41,NR104779,NysaaNR104779,,,,,,
41,NR108826,NysaaNR108826,,,,,,
41,NR108827,NysaaNR108827,Insta Glow Gold Bleach 60 Gm,F0038-001,115,Bleach,Bleach,
41,NR108899,NysaaNR108899,,,,,,
41,NR108900,NysaaNR108900,,,,,,
41,NR108901,NysaaNR108901,,,,,,
41,NR108902,NysaaNR108902,Antitan Body Lotion Spf 25 150Ml B1G1-Mt,F0313-003,295,SunCare,Anti Tan Lotion,
41,NR132800,NysaaNR132800,Mulberry & Rose Facewash 150Ml B1G1-Mt,F0311-003,190,Skin Care,B1G1 FWs,
41,NR153277,NysaaNR153277,Mulberry & Rose Facewash 150Ml B1G1-Mt,F0311-003,190,Skin Care,B1G1 FWs,
