Chain Name,Article ID,Chain & Article Combination,Article DESC,FG,MRP,VLCC Category,VLCC Sub Category,
15,1132688,Trent Hyper1132688,Snigdha Skin Whitening Fc/Mask,,,Skin Care,Snighda,
15,1132689,Trent Hyper1132689,Instaglow Facial Kit,F0089-006,499,Facial Kits,Regular kit,
15,1132691,Trent Hyper1132691,Punarnava Astringent 100Ml,F0207-001,170,Skin Care,Astringent,
15,1132697,Trent Hyper1132697,Fair+Glow Sun Screen Lotion Spf20 100 Ml,F0428-001,250,SunCare,SunCare,
15,1132698,Trent Hyper1132698,Matte Look Spf 30 Sun Screen Gel Crème (Tinted) 100 Gm,F0431-001,310,SunCare,SunCare,
15,1132713,Trent Hyper1132713,Anti Tan Skin Lightening Facewash New,,,SunCare,SunCare,
15,1144110,Trent Hyper1144110,Insta Glow Bleach Pack 21G,F0031-001,65,Bleach,Bleach,
15,1149238,Trent Hyper1149238,Gold Single Facial Kit,F0097-018,250,Facial Kits,Single Kit,
15,1149239,Trent Hyper1149239,Pearl Single Facial Kit,F0099-016,250,Facial Kits,Single Kit,
15,1229734,Trent Hyper1229734,Papaya Fruit Single Facial Kit,F0096-014,250,Facial Kits,Single Kit,
15,1229736,Trent Hyper1229736,Insta Glow Herbal Bleach 27Gm,F0032-001,55,Bleach,Bleach,
15,1229737,Trent Hyper1229737,Party Glow Single Facial Kit,F0098-014,250,Facial Kits,Single Kit,
15,1229798,Trent Hyper1229798,Vlcc Cocoa Butter Body Lotion 200 Ml,F0158-004,155,Skin Care,Lotion,
15,1229800,Trent Hyper1229800,De Tan Spf 50 Sunscreen Gel Crème,F0440-001,415,SunCare,SunCare,
15,1229802,Trent Hyper1229802,Mulberry Lightening  Body Lotion 350 Ml,,,Skin Care,Lotion,
15,1229805,Trent Hyper1229805,Shape Up Slimming Oil 200 Ml,,,Shape UP,Shape UP,
15,1229977,Trent Hyper1229977,Diamond Single Facial Kit,F0095-020,350,Facial Kits,Single Kit,
15,1259897,Trent Hyper1259897,3D Youth Boost Spf40 Sunscreen Gel Crème 100 Gm,F0438-001,395,SunCare,SunCare,
15,1272440,Trent Hyper1272440,Alpine Mint & Tea Tree Gentle Refreshing Face Wash,F0185-001,250,Skin Care,Face Wash,
15,1272443,Trent Hyper1272443,Mandarin & Tomato Fairness Face Wash,F0187-001,250,Skin Care,Face Wash,
15,1272445,Trent Hyper1272445,Pineapple & Papaya Gentleexfoliating Scrub,,,Skin Care,Scrub,
15,1272446,Trent Hyper1272446,Pomegranate & Aloe Vera Gentleexfoliating Scrub,,,Skin Care,Scrub,
15,1292799,Trent Hyper1292799,Vlcc Insta Glow Qxygen 51.4 Gm,F0035-001,95,Bleach,Bleach,
15,1292800,Trent Hyper1292800,Insta Glow Gold Bleach 60 Gm,F0038-001,115,Bleach,Bleach,
15,1292801,Trent Hyper1292801,Vlcc Insta Glow Diamond 60Gm,F0037-001,125,Bleach,Bleach,
15,1292802,Trent Hyper1292802,Diamond Polishing Face Scrub 80G,,,Skin Care,Scrub,
15,1292804,Trent Hyper1292804,Anti Aging Day Creamspf 25 -50 Gm,F0217-001,450,Skin Care,Anti Aging,
15,1292805,Trent Hyper1292805,De-Pigmentation Face Mask80 Gm,,,Skin Care,Depigmentation,
15,1292808,Trent Hyper1292808,Snigdha Skin Whitening Fc/Wash,F0167-001,165,Skin Care,Snighda,
15,1292809,Trent Hyper1292809,Snigdha Skin Whitening Night Cream-50 Gm,F0216-001,275,Skin Care,Snighda,
15,1292810,Trent Hyper1292810,Snigdha Skin Whitening Spot Fading Serum-40 Ml,F0220-001,475,Skin Care,Snighda,
15,1314393,Trent Hyper1314393,Vlcc Cocoa Butter Body Lotion 350 Ml,,,Skin Care,Lotion,
15,1314394,Trent Hyper1314394,Almond Nourishing Body Lotion 350 Ml,F0162-005,275,Skin Care,Almond Lotion,
15,1314395,Trent Hyper1314395,Strawberry Lip Balm 4.5 Gm,T0036-005,125,Lip Care,Lip Care,
15,1314396,Trent Hyper1314396,Cherry Lip Balm 4.5 Gm,,,Lip Care,Lip Care,
15,1317760,Trent Hyper1317760,Shape Up Body Sculpting Cellulite Reduction Oil 100Ml,,,Shape UP,Shape UP,
15,1317761,Trent Hyper1317761,Anti Tan Single Facial Kit,F0094-016,250,Facial Kits,Single Kit,
15,1317762,Trent Hyper1317762,Insta Glow Herbal Bleach 54 Gm,F0036-001,95,Bleach,Bleach,
15,1317763,Trent Hyper1317763,Hair Fall Control Shampoo 350Ml (B1G1),F0319-002,295,Hair Care,Shampoo,
15,1317764,Trent Hyper1317764,Nourishing & Silky Shine Shampoo 350Ml (B1G1),F0321-002,295,Hair Care,Shampoo,
15,1317765,Trent Hyper1317765,Mulberry & Rose Facewash 150Ml B1G1-Mt,F0311-003,190,Skin Care,B1G1 FWs,
15,1317767,Trent Hyper1317767,Shape Up Body Sculpting Cellulite Reduction Gel 100Gm,,,Shape UP,Shape UP,
15,1318380,Trent Hyper1318380,Slimr Hrbal Infson Grentea Slim10Tb,,,Others,Others,
15,1318397,Trent Hyper1318397,Slimr Hrbal Infsonwith Grenteaslim 50Tb,,,Others,Others,
15,1318398,Trent Hyper1318398,Slimr Herbal Infson With Grentea Sr50Tb,,,Others,Others,
15,1318488,Trent Hyper1318488,Slimr Hrbal Infson With Grenteaslim25Tb,,,Others,Others,
15,1318592,Trent Hyper1318592,Neem Facewash 150Ml B1G1-C&C,F0306-004,190,Skin Care,B1G1 FWs,
15,1318593,Trent Hyper1318593,Antitan Body Lotion Spf 25 150Ml B1G1-Mt,F0313-003,295,SunCare,Anti Tan Lotion,
15,1319451,Trent Hyper1319451,Vlcc Henna Set Of 2 – 240G,T0291-001,99,Hair Care,Hair Color,
15,1319452,Trent Hyper1319452,Shape Up 10 In 1 Oil 60 Ml,,,Shape UP,Shape UP,
15,1319453,Trent Hyper1319453,Enchanting Eye Kajal .3 Gm,,,EyeCare,EyeCare,
15,1322365,Trent Hyper1322365,Papaya & Apricot Scrub 80G,F0202-001,180,Skin Care,Scrub,
15,1322366,Trent Hyper1322366,Walnut Scrub 80G,F0232-001,180,Skin Care,Scrub,
15,1322367,Trent Hyper1322367,Manicure Pedicure Kit,F0049-002,500,Foot Care Kit,Foot Care Kit,
15,1322369,Trent Hyper1322369,Turmeric & Berberris Facewash 150Ml B1G1-Mt,F0307-004,190,Skin Care,B1G1 FWs,
15,1322371,Trent Hyper1322371,Vlcc Enchanting Eyes Kohl Blue.3Gm,,,EyeCare,EyeCare,
15,1322372,Trent Hyper1322372,Vlcc Yap Instant Muscle Relaxg Oil 100Ml,,,Others,Others,
15,1322373,Trent Hyper1322373,Vlcc Yap Instant Muscle Relaxng Gel 150G,,,Others,Others,
15,1325629,Trent Hyper1325629,Dandruff Care & Control Shampoo 350Ml (B1G1),F0320-002,295,Hair Care,Shampoo,
15,1325630,Trent Hyper1325630,Tulsi Acne Clear Face Wash 150 Ml,F0328-003,235,Skin Care,B1G1 FWs,
15,1339337,Trent Hyper1339337,Skin Brightening Haldi & Chandan Face Wash,F0367-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
15,1339338,Trent Hyper1339338,Natural Fairness Kesar Chandan Face Wash,F0371-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
15,1339339,Trent Hyper1339339,Deep Pore Cleansing & Brightening Haldi & Tulsi Face Wash,F0365-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
15,1339340,Trent Hyper1339340,Double Power Double Neem Skin Purifying Face Wash,F0369-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
15,1339341,Trent Hyper1339341,Vlcc Platinum Facial Kit,,,Facial Kits,Single Kit,
15,1342440,Trent Hyper1342440,Deep Pore Cleansing & Brightening Haldi Tulsi Facial Kit,F0383-001,200,Facial Kits,Ayurveda Single Kit,
15,1342441,Trent Hyper1342441,Skin Purifying Double Power Double Neem Facial Kit,F0384-001,200,Facial Kits,Ayurveda Single Kit,
15,1342442,Trent Hyper1342442,Skin Brightening Haldi & Chandan Facial Kit,F0385-001,200,Facial Kits,Ayurveda Single Kit,
15,1346251,Trent Hyper1346251,Detan + Whiteglo Moisturising Body Lotion Spf 30 Pa+++,F0534-001,299,SunCare,SunCare,
15,1348315,Trent Hyper1348315,Vlcc Ayush Men Face Wash 100 Gm,F0404-001,140,Mens Range,Mens Range,
15,1348316,Trent Hyper1348316,Vlcc Ayush Men Scrub 50 Gm,F0405-001,80,Mens Range,Mens Range,
15,1348317,Trent Hyper1348317,Vlcc Ayush Men Moisturiser 50 Gm,F0406-001,150,Mens Range,Mens Range,
15,1348508,Trent Hyper1348508,Vlcc Ayurveda Depigmentation  Cream,F0425-001,210,Ayurveda SkinCare,Ayurveda SkinCare,
15,1348509,Trent Hyper1348509,Vlcc Ayurveda Anti Ageing Cream,F0424-001,240,Ayurveda SkinCare,Ayurveda SkinCare,
15,1348510,Trent Hyper1348510,Vlcc Ayurveda Multani Mitti Face Pack,F0409-001,120,Ayurveda SkinCare,Ayurveda SkinCare,
15,1348511,Trent Hyper1348511,Vlcc Ayurveda Kesh Ayur Shakti Hair Oil 100Ml (+20Ml Free),,,Hair Care,Ayurveda Hair Care,
15,1348512,Trent Hyper1348512,Radiance Pro Spf 30 Sun Screen Gel 100 Gm,F0436-001,375,SunCare,SunCare,
15,1351849,Trent Hyper1351849,Vlcc Pocket Parfum - Naturel Lime,T0324-001,720,Parfum,Parfum,
15,1351850,Trent Hyper1351850,Vlcc Pocket Parfum - Herbal Forest,T0325-001,720,Parfum,Parfum,
15,1351851,Trent Hyper1351851,Vlcc Pocket Parfum - Floral Garden,T0326-001,720,Parfum,Parfum,
15,1351852,Trent Hyper1351852,Vlcc Pocket Parfum - Woody Forest,T0327-001,720,Parfum,Parfum,
15,1351853,Trent Hyper1351853,Vlcc Pocket Parfum - Musky Naturel,T0328-001,720,Parfum,Parfum,
15,1356388,Trent Hyper1356388,Vlcc White & Bright Glow Hand & Body Lotion – 400Ml,,,Skin Care,Lotion,
15,1356389,Trent Hyper1356389,Youth Boost Body Lotion (B1G1) 400Ml,F0547-002,399,Skin Care,Lotion,
15,1356390,Trent Hyper1356390,Active Fruits Body Lotion (B1G1) 400Ml,F0550-002,399,Skin Care,Lotion,
15,1356391,Trent Hyper1356391,Detan Glow Body Lotion (B1G1) 400Ml,F0553-002,399,Skin Care,Lotion,
15,1356392,Trent Hyper1356392,Vlcc 3 In 1 Intensive Care Cold Cream Spf 20|Pa+++ 75Gm,F0557-001,65,Skin Care,Creams,
15,1356393,Trent Hyper1356393,Vlcc Ultimo Blends Whitening & Detixifying Face Pack,F0465-001,350,Skin Care,Charcoal,
15,1356394,Trent Hyper1356394,Vlcc Ayurveda Soothing Aleo Vera Gel,F0627-001,85,Ayurveda SkinCare,Ayurveda SkinCare,
15,1356395,Trent Hyper1356395,Vlcc 7X Ultra Whitening & Brightening Charcoal Peel Off Mask,F0525-001,348,Skin Care,Charcoal,
15,1356396,Trent Hyper1356396,Vlcc Vasoplus Petroleum Jelly 42Gm,T0330-001,50,Skin Care,Vasoplus,
15,1356398,Trent Hyper1356398,Vlcc Ayurveda Dandruff Control Shampoo 350Ml,T0308-002,220,Hair Care,Ayurveda Hair Care,
15,1356399,Trent Hyper1356399,Vlcc Ayurveda Hair Fall Control Shampoo 350Ml,T0309-002,220,Hair Care,Ayurveda Hair Care,
15,1356400,Trent Hyper1356400,Vlcc Ayurveda Hair Nourishment Shampoo 350Ml,T0311-002,220,Hair Care,Ayurveda Hair Care,
15,1356401,Trent Hyper1356401,Vlcc Ayurveda Smooth And Shine Shampoo 350Ml,T0310-002,220,Hair Care,Ayurveda Hair Care,
15,1365655,Trent Hyper1365655,Vlcc Glam & Glo 10 In 1  Skin Perfector (Light To Fair) 30Ml,F0568-001,150,Skin Care,Glam Glow,
15,1365656,Trent Hyper1365656,Vlcc Glam & Glo 10 In 1  Skin Perfector (Medium Skin Tone) 3,F0569-001,150,Skin Care,Glam Glow,
7,502043,Walmart502043,Matte Look Spf 30 Sun Screen Gel Crème (Tinted) 50 Gm,F0432-001,210,SunCare,SunCare,
7,502050,Walmart502050,Fair+Glow Sun Screen Lotion Spf20 100 Ml,F0428-001,250,SunCare,SunCare,
7,502057,Walmart502057,Insta Glow Bleach Pack 21G,F0031-001,65,Bleach,Bleach,
7,517660,Walmart517660,Pearl Single Facial Kit,F0099-016,250,Facial Kits,Single Kit,
7,523519,Walmart523519,Insta Glow Gold Bleach 30 Gm,F0034-001,65,Bleach,Bleach,
7,524660,Walmart524660,Gold Single Facial Kit,F0097-018,250,Facial Kits,Single Kit,
7,566597,Walmart566597,Diamond Single Facial Kit,F0095-020,350,Facial Kits,Single Kit,
7,566604,Walmart566604,Instaglow Facial Kit,F0089-006,499,Facial Kits,Regular kit,
7,583061,Walmart583061,Almond Nourishing Body Lotion 350 Ml,F0162-005,275,Skin Care,Almond Lotion,
7,615830619,Walmart615830619,Almond Nourishing Body Lotion 350 Ml,F0162-005,275,Skin Care,Almond Lotion,
7,616388239,Walmart616388239,Liquorice Cold Cream 50G,F0198-003,145,Skin Care,Creams,
7,608282,Walmart608282,Antitan Body Lotion Spf 25 150Ml B1G1-Mt,F0313-003,295,SunCare,Anti Tan Lotion,
7,618187,Walmart618187,Mulberry & Rose Facewash 150Ml B1G1-Mt,F0311-003,190,Skin Care,B1G1 FWs,
7,638823,Walmart638823,Liquorice Cold Cream 50G,F0198-003,145,Skin Care,Creams,
7,672017,Walmart672017,Insta Glow Gold Bleach -6.6 Gm,,,Bleach,Bleach,
7,673501,Walmart673501,Turmeric & Berberris Facewash 150Ml B1G1-Mt,F0307-004,190,Skin Care,B1G1 FWs,
7,682909,Walmart682909,Nourishing & Silky Shine Shampoo 350Ml (B1G1),F0321-002,295,Hair Care,Shampoo,
7,682916,Walmart682916,Hair Fall Control Shampoo 350Ml (B1G1),F0319-002,295,Hair Care,Shampoo,
7,682923,Walmart682923,Vlcc Henna Set Of 2 – 240G,T0291-001,99,Hair Care,Hair Color,
7,729074,Walmart729074,Neem Facewash 150Ml B1G1-C&C,F0306-004,190,Skin Care,B1G1 FWs,
7,729081,Walmart729081,Matte Look Spf 30 Sun Screen Gel Crème (Tinted) 100 Gm,F0431-001,310,SunCare,SunCare,
7,729088,Walmart729088,3D Youth Boost Spf40 Sunscreen Gel Crème 100 Gm,F0438-001,395,SunCare,SunCare,
7,980002922,Walmart980002922,Skin Brightening Haldi & Chandan Face Wash,F0367-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
7,980002923,Walmart980002923,Double Power Double Neem Skin Purifying Face Wash,F0369-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
7,980002924,Walmart980002924,Vlcc Skin Glow Mini Facial Kit,F0310-001,99,Facial Kits,Mini Facial Kit,
7,980002925,Walmart980002925,Vlcc Skin Whtning Mini Facial,F0309-001,99,Facial Kits,Mini Facial Kit,
7,980005236,Walmart980005236,Skin Purifying Double Power Double Neem Facial Kit,F0384-001,200,Facial Kits,Ayurveda Single Kit,
7,980005237,Walmart980005237,Skin Brightening Haldi & Chandan Facial Kit,F0385-001,200,Facial Kits,Ayurveda Single Kit,
7,980005849,Walmart980005849,Sandal Cleansing Milk 100Ml,F0214-001,170,Skin Care,Cleanser,
7,980005850,Walmart980005850,Indian Berberry Face Scrub,F0194-001,250,Skin Care,Scrub,
7,980005851,Walmart980005851,Rose Water Toner 100Ml,F0212-001,170,Skin Care,Toner,
7,980005852,Walmart980005852,Vlcc Cocoa Butter Body Lotion 200 Ml,F0158-004,155,Skin Care,Lotion,
7,980005853,Walmart980005853,Anti Aging Day Creamspf 25 -50 Gm,F0217-001,450,Skin Care,Anti Aging,
7,980005854,Walmart980005854,Anti Aging Night Cream- 50 Gm,F0218-001,450,Skin Care,Anti Aging,
7,980005855,Walmart980005855,Anti Aging Vitalift Serum- 40 Ml,F0206-001,475,Skin Care,Anti Aging,
7,980005856,Walmart980005856,Snigdha Skin Whitening Day Crm,F0215-001,275,Skin Care,Snighda,
7,980005857,Walmart980005857,Snigdha Skin Whitening Fc/Wash,F0167-001,165,Skin Care,Snighda,
7,980005858,Walmart980005858,Snigdha Skin Whitening Night Cream-50 Gm,F0216-001,275,Skin Care,Snighda,
7,980005859,Walmart980005859,Snigdha Skin Whitening Spot Fading Serum-40 Ml,F0220-001,475,Skin Care,Snighda,
7,980005860,Walmart980005860,Party Glow Single Facial Kit,F0098-014,250,Facial Kits,Single Kit,
7,980005861,Walmart980005861,Papaya Fruit Single Facial Kit,F0096-014,250,Facial Kits,Single Kit,
7,980005862,Walmart980005862,Skin Tightening Facial Kit,F0088-004,499,Facial Kits,Regular kit,
7,980005863,Walmart980005863,Insta Glow Herbal Bleach 54 Gm,F0036-001,95,Bleach,Bleach,
7,980005864,Walmart980005864,Insta Glow Diamond Bleach-30 Gm,F0033-001,75,Bleach,Bleach,
7,980005865,Walmart980005865,Shape Up Slimming Oil 200 Ml,,,Shape UP,Shape UP,
7,980005866,Walmart980005866,Shape Up Waist & Tummy Trimgel 200 Ml,,,Shape UP,Shape UP,
7,980007568,Walmart980007568,Radiance Pro Spf 30 Sun Screen Gel 50 Gm,F0437-001,265,SunCare,SunCare,
7,980011131,Walmart980011131,Vlcc White & Bright Glow Hand & Body Lotion – 400Ml,,,Skin Care,Lotion,
7,980011132,Walmart980011132,Youth Boost Body Lotion (B1G1) 100Ml,,,Skin Care,Lotion,
7,980011133,Walmart980011133,Active Fruits Body Lotion (B1G1) 400Ml,F0550-002,399,Skin Care,Lotion,
7,980011134,Walmart980011134,Vlcc 3 In 1 Intensive Care Cold Cream Spf 20|Pa+++ 75Gm,F0557-001,65,Skin Care,Creams,
7,980011135,Walmart980011135,Vlcc Oil Infused Total Nourishment Fruit Cream 200Gm,F0559-001,140,Skin Care,Creams,
7,980011136,Walmart980011136,Vlcc Vasoplus Petroleum Jelly 42Gm,T0330-001,50,Skin Care,Vasoplus,
7,13759,Walmart13759,Matte Look Spf 30 Sun Screen Gel Crème (Tinted) 50 Gm,F0432-001,210,SunCare,SunCare,
7,13760,Walmart13760,Fair+Glow Sun Screen Lotion Spf20 100 Ml,F0428-001,250,SunCare,SunCare,
7,13761,Walmart13761,Insta Glow Bleach Pack 21G,F0031-001,65,Bleach,Bleach,
7,14020,Walmart14020,Pearl Single Facial Kit,F0099-016,250,Facial Kits,Single Kit,
7,14107,Walmart14107,Insta Glow Gold Bleach 30 Gm,F0034-001,65,Bleach,Bleach,
7,14113,Walmart14113,Gold Single Facial Kit,F0097-018,250,Facial Kits,Single Kit,
7,14887,Walmart14887,Diamond Single Facial Kit,F0095-020,350,Facial Kits,Single Kit,
7,14888,Walmart14888,Instaglow Facial Kit,F0089-006,499,Facial Kits,Regular kit,
7,15265,Walmart15265,Almond Nourishing Body Lotion 350 Ml,F0162-005,275,Skin Care,Almond Lotion,
7,15712,Walmart15712,Antitan Body Lotion Spf 25 150Ml B1G1-Mt,F0313-003,295,SunCare,Anti Tan Lotion,
7,15847,Walmart15847,Mulberry & Rose Facewash 150Ml B1G1-Mt,F0311-003,190,Skin Care,B1G1 FWs,
7,16527,Walmart16527,Liquorice Cold Cream 50G,F0198-003,145,Skin Care,Creams,
7,17570,Walmart17570,Turmeric & Berberris Facewash 150Ml B1G1-Mt,F0307-004,190,Skin Care,B1G1 FWs,
7,17974,Walmart17974,Nourishing & Silky Shine Shampoo 350Ml (B1G1),F0321-002,295,Hair Care,Shampoo,
7,17975,Walmart17975,Hair Fall Control Shampoo 350Ml (B1G1),F0319-002,295,Hair Care,Shampoo,
7,17976,Walmart17976,Vlcc Henna Set Of 2 – 240G,T0291-001,99,Hair Care,Hair Color,
7,20662,Walmart20662,Neem Facewash 150Ml B1G1-C&C,F0306-004,190,Skin Care,B1G1 FWs,
7,20663,Walmart20663,Matte Look Spf 30 Sun Screen Gel Crème (Tinted) 100 Gm,F0431-001,310,SunCare,SunCare,
7,20664,Walmart20664,3D Youth Boost Spf40 Sunscreen Gel Crème 100 Gm,F0438-001,395,SunCare,SunCare,
7,22226,Walmart22226,Skin Brightening Haldi & Chandan Face Wash,F0367-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
7,22227,Walmart22227,Double Power Double Neem Skin Purifying Face Wash,F0369-001,99,Ayurveda Face Wash,Ayurveda Face Wash,
7,22228,Walmart22228,Vlcc Skin Glow Mini Facial Kit,F0310-001,99,Facial Kits,Mini Facial Kit,
7,22229,Walmart22229,Vlcc Skin Whtning Mini Facial,F0309-001,99,Facial Kits,Mini Facial Kit,
7,23332,Walmart23332,Skin Brightening Haldi & Chandan Facial Kit,F0385-001,200,Facial Kits,Ayurveda Single Kit,
7,23601,Walmart23601,Indian Berberry Face Scrub,F0194-001,250,Skin Care,Scrub,
7,23612,Walmart23612,Papaya Fruit Single Facial Kit,F0096-014,250,Facial Kits,Single Kit,
7,23613,Walmart23613,Skin Tightening Facial Kit,F0088-004,499,Facial Kits,Regular kit,
7,24333,Walmart24333,Radiance Pro Spf 30 Sun Screen Gel 50 Gm,F0437-001,265,SunCare,SunCare,
7,29908,Walmart29908,Vlcc White & Bright Glow Hand & Body Lotion – 400Ml,,,Skin Care,Lotion,
7,29909,Walmart29909,Youth Boost Body Lotion (B1G1) 100Ml,,,Skin Care,Lotion,
7,29910,Walmart29910,Active Fruits Body Lotion (B1G1) 400Ml,F0550-002,399,Skin Care,Lotion,
7,29911,Walmart29911,Vlcc 3 In 1 Intensive Care Cold Cream Spf 20|Pa+++ 75Gm,F0557-001,65,Skin Care,Creams,
7,29912,Walmart29912,Vlcc Oil Infused Total Nourishment Fruit Cream 200Gm,F0559-001,140,Skin Care,Creams,
26,1311013235,Airplaza1311013235,Moisturising Sun Block Cream Spf 25,,,SunCare,SunCare,
26,1311013236,Airplaza1311013236,De Tan Spf 50 Sunscreen Gel Crème,F0440-001,415,SunCare,SunCare,
26,1311013237,Airplaza1311013237,Fair+Glow Sun Screen Lotion Spf20 100 Ml,F0428-001,250,SunCare,SunCare,
26,1311013238,Airplaza1311013238,Matte Look Spf 30 Sun Screen Gel Crème (Tinted) 100 Gm,F0431-001,310,SunCare,SunCare,
26,1311013239,Airplaza1311013239,3D Youth Boost Spf40 Sunscreen Gel Crème 100 Gm,F0438-001,395,SunCare,SunCare,
26,1311013240,Airplaza1311013240,Matte Look Spf 30 Sun Screen Gel Crème (Tinted) 50 Gm,F0432-001,210,SunCare,SunCare,
26,1311013241,Airplaza1311013241,Strawberry Lip Balm 4.5 Gm,T0036-005,125,Lip Care,Lip Care,
26,1311013242,Airplaza1311013242,Oil Free Sun Screen Gel Spf15New,,,SunCare,SunCare,
26,1311013243,Airplaza1311013243,Alpine Mint & Tea Tree Gentle Refreshing Face Wash,F0185-001,250,Skin Care,Face Wash,
26,1311013244,Airplaza1311013244,Mandarin & Tomato Fairness Face Wash,F0187-001,250,Skin Care,Face Wash,
26,1311013246,Airplaza1311013246,Vlcc Cond Dandruf Control Def Tube 100Ml,,,Hair Care,Conditioner,
26,1311013247,Airplaza1311013247,Vlcc Cond Hair Fall Repair 100Ml,,,Hair Care,Conditioner,
26,1311013248,Airplaza1311013248,Cherry Lip Balm 4.5 Gm,T0037-005,,Lip Care,Lip Care,
26,1311013249,Airplaza1311013249,Orange Lip Balm 4.5 Gm,,,Lip Care,Lip Care,
26,1311013250,Airplaza1311013250,Pomegranate & Aloe Vera Gentleexfoliating Scrub,,,Skin Care,Scrub,
26,1311013251,Airplaza1311013251,Water Resistant Spf60 Sunscreen Gel Crème,F0441-001,525,SunCare,SunCare,
26,1311013252,Airplaza1311013252,Maximum Sun Block Lotion Spf7060 Gm,,,SunCare,SunCare,
26,1311013253,Airplaza1311013253,Witch Hazel & Rose Watergentle Face Wash,,,Skin Care,Face Wash,
26,1311013255,Airplaza1311013255,Enbrighten Tinted Sunscreensoufflθ Spf 25,,,SunCare,SunCare,
26,1311013256,Airplaza1311013256,Shape Up Waist & Tummy Trimgel 200 Ml,,,Shape UP,Shape UP,
26,1311013258,Airplaza1311013258,Indian Berberry Face Scrub,F0194-001,250,Skin Care,Scrub,
26,1311013259,Airplaza1311013259,Skin Tightening Facial Kit,F0088-004,499,Facial Kits,Regular kit,
26,1311013260,Airplaza1311013260,Witch Hazel & Rose Watergentle Face Wash,,,Skin Care,Face Wash,
26,1311013261,Airplaza1311013261,Vlcc-Fc_Ws-Insta Fair & Glow-50G-36Pk,,,Others,Others,
26,1311013262,Airplaza1311013262,Dandruff Care & Control Shampoo 350Ml (B1G1),F0320-002,295,Hair Care,Shampoo,
26,1311013263,Airplaza1311013263,Hair Fall Control Shampoo 350Ml (B1G1),F0319-002,295,Hair Care,Shampoo,
26,1311013265,Airplaza1311013265,Snigdha Skin Whitening Day Crm,F0215-001,275,Skin Care,Snighda,
26,1311013267,Airplaza1311013267,Cacti & Litchi Gentlehydratingface Wash,,,Skin Care,Face Wash,
26,1311013268,Airplaza1311013268,Diamond Polishing Face Scrub 80G,,,Skin Care,Scrub,
26,1311013269,Airplaza1311013269,Hair Fall Repair Oil 100Ml,F0056-001,155,Hair Care,Oil,
26,1311013271,Airplaza1311013271,Frangipani & Oatmeal Gentleexfoliating Scrub,,,Skin Care,Scrub,
26,1311013273,Airplaza1311013273,Papaya & Apricot Scrub 80G,F0202-001,180,Skin Care,Scrub,
26,1311013274,Airplaza1311013274,Vlcc Cocoa Butter Body Lotion 200 Ml,F0158-004,155,Skin Care,Lotion,
26,1311013276,Airplaza1311013276,Pista Massage Cream 50G,F0204-001,275,Skin Care,Creams,
26,1311013277,Airplaza1311013277,Snigdha Skin Whitening Night Cream-50 Gm,F0216-001,275,Skin Care,Snighda,
26,1311013278,Airplaza1311013278,Snigdha Skin Whitening Fc/Mask,,,Skin Care,Snighda,
26,1311013279,Airplaza1311013279,Diamond Single Facial Kit,F0095-020,350,Facial Kits,Single Kit,
26,1311013280,Airplaza1311013280,Hair Strengthening Oil 100 Ml,F0055-001,400,Hair Care,Oil,
26,1311013281,Airplaza1311013281,Hair Smoothening Shampoo 350Ml,,,Hair Care,Shampoo,
26,1311013282,Airplaza1311013282,Pineapple & Papaya Gentleexfoliating Scrub,,,Skin Care,Scrub,
26,1311013283,Airplaza1311013283,Insta Glow Bleach Pack 21G,F0031-001,65,Bleach,Bleach,
26,1311013284,Airplaza1311013284,Pearl Single Facial Kit,F0099-016,250,Facial Kits,Single Kit,
26,1311013285,Airplaza1311013285,Wild Turmeric Face Wash 80Ml,F0233-001,148,Skin Care,Face Wash,
26,1311013286,Airplaza1311013286,Vlcc-Henna-Natural Color-150G-56Pk,,,Hair Care,Hair Color,
26,1311013287,Airplaza1311013287,Punarnava Astringent 100Ml,F0207-001,170,Skin Care,Astringent,
26,1311013288,Airplaza1311013288,Aloevera Soothing Body Lotion 200 Ml,,,Skin Care,Lotion,
26,1311013290,Airplaza1311013290,Sandal Cleansing Milk 100Ml,F0214-001,170,Skin Care,Cleanser,
26,1311013295,Airplaza1311013295,Vlcc-Skn_Crm-Age Defying-50G-24Pk,,,Others,Others,
26,1311013296,Airplaza1311013296,Silver Single Facial Kit,,,Facial Kits,Single Kit,
26,1311013297,Airplaza1311013297,Vlcc-Skn_Crm-Age Defying-50G-72Pk,,,Others,Others,
26,1311013300,Airplaza1311013300,Anti Tan Single Facial Kit,F0094-016,250,Facial Kits,Single Kit,
26,1311013301,Airplaza1311013301,Liquorice Cold Cream 50G,F0198-003,145,Skin Care,Creams,
26,1311013302,Airplaza1311013302,Gold Single Facial Kit,F0097-018,250,Facial Kits,Single Kit,
26,1311013304,Airplaza1311013304,Anti Tan Skin Lightening Facewash New,,,SunCare,SunCare,
26,1311013305,Airplaza1311013305,Anti Aging Face Wash 100 Ml,F0168-001,165,Skin Care,Anti Aging,
